date,symbol,pnl,filled,veto
2026-01-28,LZ,0.0,0,pdr
2026-01-28,KRRO,0.0,0,g1
2026-01-28,EXTR,0.0,0,pdr
2026-01-29,TAL,0.0,0,pdr
2026-01-29,MSFD,0.0,0,pdr
2026-01-29,BMNZ,0.0,0,pdr
2026-01-30,GMEU,0.0,0,pdr
2026-01-30,YANG,0.0,0,pdr
2026-01-30,GLL,0.0,0,g1
2026-02-02,DPRO,0.0,0,g1
2026-02-02,OPRA,0.0,0,pdr
2026-02-02,SGML,0.0,0,catalyst
2026-02-03,UEC,0.0,0,pdr
2026-02-03,POET,0.0,0,pdr
2026-02-03,SGML,0.0,0,pdr
2026-02-04,IREZ,0.0,0,catalyst
2026-02-04,SMCY,0.0,0,pdr
2026-02-04,PSLV,0.0,0,pdr
2026-02-05,GDXD,0.0,0,catalyst
2026-02-05,DUST,0.0,0,rs
2026-02-05,QBTZ,0.0,0,catalyst
2026-02-06,DFDV,0.0,0,catalyst
2026-02-06,DPRO,0.0,0,pdr
2026-02-06,OTEX,0.0,0,pdr
2026-02-09,FEED,0.0,0,catalyst
2026-02-09,BOBS,0.0,0,g1
2026-02-09,RGTZ,0.0,0,catalyst
2026-02-10,INFQ,0.0,0,g1
2026-02-10,YEXT,0.0,0,pdr
2026-02-10,GCMG,0.0,0,pdr
2026-02-11,INFQ,0.0,0,rs
2026-02-11,JAGU,0.0,0,g1
2026-02-11,SUZ,0.0,0,pdr
2026-02-12,BOIL,0.0,0,pdr
2026-02-12,RWT,0.0,0,pdr
2026-02-12,BGC,0.0,0,pdr
2026-02-13,BKKT,0.0,0,pdr
2026-02-13,BITX,0.0,0,pdr
2026-02-13,MST,-150.22819700000025,1,
2026-02-17,KW,0.0,0,pdr
2026-02-17,GBTG,0.0,0,pdr
2026-02-17,KOLD,0.0,0,pdr
2026-02-18,JFB,0.0,0,catalyst
2026-02-18,UCO,0.0,0,pdr
2026-02-18,MCW,0.0,0,pdr
2026-02-19,XRAY,0.0,0,pdr
2026-02-19,JFB,0.0,0,
2026-02-19,SSL,0.0,0,pdr
2026-02-20,YANG,0.0,0,pdr
2026-02-20,CORD,0.0,0,pdr
2026-02-20,RMNI,0.0,0,pdr
2026-02-23,VRE,0.0,0,pdr
2026-02-23,BMNZ,0.0,0,pdr
2026-02-23,EHAB,0.0,0,pdr
2026-02-24,BNAI,1160.6784093073747,1,
2026-02-24,DUST,0.0,0,pdr
2026-02-24,SPAI,0.0,0,
2026-02-25,SHLS,0.0,0,
2026-02-25,LUMN,0.0,0,pdr
2026-02-25,MST,111.82683965762327,1,
2026-02-26,YANG,0.0,0,pdr
2026-02-26,STLA,0.0,0,pdr
2026-02-26,RRGB,0.0,0,pdr
2026-02-27,BMNZ,0.0,0,rs
2026-02-27,CRCD,0.0,0,catalyst
2026-02-27,VIXY,0.0,0,pdr
2026-03-02,ZSL,0.0,0,pdr
2026-03-02,BOIL,0.0,0,pdr
2026-03-02,ASTH,0.0,0,pdr
2026-03-03,MUD,0.0,0,pdr
2026-03-03,TOPS,0.0,0,g1
2026-03-03,CORD,0.0,0,catalyst
2026-03-04,ARKB,0.0,0,pdr
2026-03-04,NVOX,0.0,0,pdr
2026-03-04,STNE,0.0,0,g1
2026-03-05,IREZ,0.0,0,catalyst
2026-03-05,DUOG,0.0,0,catalyst
2026-03-05,CORD,0.0,0,catalyst
2026-03-06,BOIL,0.0,0,pdr
2026-03-06,GTE,0.0,0,pdr
2026-03-06,SWBI,0.0,0,pdr
2026-03-09,ICL,0.0,0,pdr
2026-03-09,TALK,0.0,0,pdr
2026-03-09,AMPY,0.0,0,pdr
2026-03-10,KPTI,0.0,0,pdr
2026-03-10,ARVN,0.0,0,pdr
2026-03-10,MYGN,0.0,0,pdr
2026-03-11,ZSL,0.0,0,pdr
2026-03-11,ORCU,0.0,0,pdr
2026-03-11,IRE,310.14491802855764,1,
2026-03-12,IREZ,0.0,0,catalyst
2026-03-12,UVIX,0.0,0,pdr
2026-03-12,AGH,0.0,0,g1
2026-03-13,XXRP,0.0,0,pdr
2026-03-13,INMD,0.0,0,pdr
2026-03-13,SOLZ,0.0,0,pdr
2026-03-16,BEX,0.0,0,catalyst
2026-03-16,DFDV,0.0,0,pdr
2026-03-16,UPST,0.0,0,pdr
2026-03-17,NBIZ,0.0,0,catalyst
2026-03-17,TNDM,0.0,0,pdr
2026-03-17,GDOT,0.0,0,pdr
2026-03-18,GLL,0.0,0,pdr
2026-03-18,BMNZ,0.0,0,pdr
2026-03-18,BTCZ,0.0,0,pdr
2026-03-19,RIVN,0.0,0,pdr
2026-03-19,CCRN,0.0,0,pdr
2026-03-19,CRCD,0.0,0,catalyst
2026-03-20,NSP,0.0,0,pdr
2026-03-20,ANNA,1823.9771287331603,1,
2026-03-23,TDUP,0.0,0,pdr
2026-03-23,SVIX,0.0,0,pdr
2026-03-23,SCO,0.0,0,pdr
2026-03-24,VWAV,0.0,0,g1
2026-03-24,SFD,0.0,0,pdr
2026-03-25,PGY,0.0,0,pdr
2026-03-25,ROBN,0.0,0,pdr
2026-03-25,SHNY,0.0,0,pdr
2026-03-26,ASTN,0.0,0,catalyst
2026-03-26,ZSL,0.0,0,pdr
2026-03-26,BMNZ,0.0,0,rs
2026-03-27,SGML,0.0,0,pdr
2026-03-27,BTCZ,0.0,0,pdr
2026-03-27,BOIL,0.0,0,pdr
2026-03-30,ETHT,0.0,0,pdr
2026-03-30,WRD,0.0,0,pdr
2026-03-30,LUNL,0.0,0,
2026-03-31,APLX,0.0,0,catalyst
2026-03-31,NEBX,-57.494030579527916,1,
2026-03-31,IRE,-120.92127012996511,1,
2026-04-01,ZLAB,0.0,0,pdr
2026-04-01,PDYN,0.0,0,pdr
2026-04-01,BAK,0.0,0,pdr
2026-04-02,TALO,0.0,0,pdr
2026-04-02,AESI,0.0,0,pdr
2026-04-02,ZSL,0.0,0,pdr
2026-04-06,MSTX,0.0,0,pdr
2026-04-06,FLZH,0.0,0,
2026-04-06,UGRO,0.0,0,
2026-04-07,SSL,0.0,0,pdr
2026-04-07,ALHC,0.0,0,pdr
2026-04-08,SVIX,0.0,0,pdr
2026-04-08,KOLD,0.0,0,pdr
2026-04-08,LFMD,0.0,0,pdr
2026-04-09,ALOY,0.0,0,
2026-04-09,STAA,0.0,0,pdr
2026-04-10,FLZH,0.0,0,catalyst
2026-04-10,UGRO,-4.069292799999758,1,
2026-04-10,SPIR,0.0,0,pdr
2026-04-13,BTCZ,0.0,0,pdr
2026-04-13,USOY,0.0,0,pdr
2026-04-13,ZSL,0.0,0,pdr
2026-04-14,KC,0.0,0,pdr
2026-04-14,ETHU,0.0,0,pdr
2026-04-14,NVOX,0.0,0,pdr
2026-04-15,XNDU,0.0,0,
2026-04-15,NOWL,0.0,0,catalyst
2026-04-15,ALMU,0.0,0,catalyst
2026-04-16,ROLR,124.47890319333342,1,
2026-04-16,HMY,0.0,0,pdr
2026-04-16,ORCU,0.0,0,pdr
2026-04-17,HOOG,-17.757336178214292,1,
2026-04-17,HMY,0.0,0,pdr
2026-04-17,CUK,0.0,0,pdr
2026-04-20,ANNA,0.0,0,catalyst
2026-04-20,BATL,0.0,0,pdr
2026-04-20,BTCZ,0.0,0,pdr
2026-04-21,LZM,0.0,0,catalyst
2026-04-21,ALMU,0.0,0,pdr
2026-04-21,EFOI,-199.0199744510367,1,
2026-04-22,ALMU,0.0,0,catalyst
2026-04-22,ETHT,0.0,0,pdr
2026-04-22,ASST,0.0,0,pdr
2026-04-23,BMNZ,0.0,0,pdr
2026-04-23,RDY,0.0,0,pdr
2026-04-23,CRCD,0.0,0,catalyst
2026-04-24,SMCX,0.0,0,rs
2026-04-24,ATOM,0.0,0,g1
2026-04-24,INDI,0.0,0,pdr
2026-04-27,BOIL,0.0,0,pdr
2026-04-27,LION,0.0,0,pdr
2026-04-27,EFOR,0.0,0,pdr
2026-04-28,IONZ,0.0,0,
2026-04-28,NVDQ,0.0,0,pdr
2026-04-28,LC,0.0,0,pdr
2026-04-29,KALV,0.0,0,pdr
2026-04-29,UMC,0.0,0,pdr
2026-04-29,AGIO,0.0,0,pdr
2026-04-30,NG,0.0,0,pdr
2026-04-30,NVA,0.0,0,pdr
2026-04-30,QURE,0.0,0,pdr
2026-05-01,ORCU,0.0,0,pdr
2026-05-01,BITX,0.0,0,pdr
2026-05-01,NVOX,0.0,0,pdr
2026-05-04,CONL,0.0,0,pdr
2026-05-04,INSG,0.0,0,g1
2026-05-04,PTIR,0.0,0,pdr
2026-05-05,VOYG,0.0,0,pdr
2026-05-05,ERO,0.0,0,pdr
2026-05-05,ABEV,0.0,0,pdr
2026-05-06,PPTA,0.0,0,pdr
2026-05-06,ORLA,0.0,0,pdr
2026-05-06,VZLA,0.0,0,pdr
2026-05-07,NOWL,0.0,0,pdr
2026-05-07,ICL,0.0,0,pdr
2026-05-07,OKLS,0.0,0,catalyst
2026-05-08,DBX,0.0,0,pdr
2026-05-08,PAYP,0.0,0,g1
2026-05-08,ICL,0.0,0,pdr
2026-05-11,SONY,0.0,0,pdr
2026-05-11,APT,0.0,0,catalyst
2026-05-11,MLTX,0.0,0,pdr
2026-05-12,ATEC,0.0,0,pdr
2026-05-12,BMNZ,0.0,0,g1
2026-05-12,OKLS,0.0,0,catalyst
2026-05-13,LPL,0.0,0,pdr
2026-05-13,BRUN,0.0,0,g1
2026-05-13,ARRY,0.0,0,pdr
2026-05-14,ACVA,0.0,0,pdr
2026-05-14,YANG,0.0,0,pdr
2026-05-14,ZSL,0.0,0,pdr
2026-05-15,DAMD,0.0,0,pdr
2026-05-15,OKLS,0.0,0,pdr
2026-05-15,QBTZ,0.0,0,catalyst
2026-05-18,FRMM,0.0,0,rs
2026-05-18,YSS,-33.224800304970174,1,
2026-05-18,CBRG,0.0,0,g1
2026-05-19,WAY,0.0,0,pdr
2026-05-19,LMRI,0.0,0,g1
2026-05-19,CORD,0.0,0,catalyst
2026-05-20,ARCO,0.0,0,pdr
2026-05-20,QUIK,0.0,0,pdr
2026-05-20,GLWG,0.0,0,catalyst
2026-05-21,BTQ,0.0,0,pdr
2026-05-21,QUBX,0.0,0,pdr
2026-05-21,YANG,0.0,0,pdr
2026-05-22,MGNX,0.0,0,pdr
2026-05-22,FLO,0.0,0,pdr
2026-05-22,SMWB,0.0,0,pdr
2026-05-26,PURR,0.0,0,g1
2026-05-26,BRCB,0.0,0,pdr
2026-05-26,IHRT,0.0,0,g1
2026-05-27,ZSL,0.0,0,pdr
2026-05-27,HIMZ,0.0,0,catalyst
2026-05-27,OCC,0.0,0,catalyst
2026-05-28,TDOC,0.0,0,pdr
2026-05-28,AMPX,0.0,0,pdr
2026-05-28,BOIL,0.0,0,pdr
2026-05-29,ASTN,0.0,0,catalyst
2026-05-29,SMCY,0.0,0,g1
2026-05-29,CRMG,0.0,0,g1
2026-06-01,CURI,0.0,0,pdr
2026-06-01,QBTZ,0.0,0,catalyst
2026-06-01,KOLD,0.0,0,pdr
2026-06-02,PLTZ,0.0,0,pdr
2026-06-02,LI,0.0,0,pdr
2026-06-02,NXTC,0.0,0,
2026-06-03,FABC,0.0,0,catalyst
2026-06-03,ATPC,11.921723079744496,1,
2026-06-03,ASTN,0.0,0,catalyst
2026-06-04,RPGL,61.88373952072884,1,
2026-06-04,MUD,0.0,0,pdr
2026-06-04,UNHG,0.0,0,pdr
2026-06-05,IREZ,0.0,0,pdr
2026-06-05,DNUT,0.0,0,pdr
2026-06-05,RGTZ,0.0,0,catalyst
2026-06-08,BTC,0.0,0,pdr
2026-06-08,GLXU,0.0,0,catalyst
2026-06-08,GSOL,0.0,0,pdr
2026-06-09,ADUR,0.0,0,pdr
2026-06-09,EIDO,0.0,0,pdr
2026-06-09,HTCO,0.0,0,catalyst
2026-06-10,OSCR,0.0,0,pdr
2026-06-10,AAOG,-355.755605541162,1,
2026-06-10,GLL,0.0,0,pdr
2026-06-11,FABC,0.0,0,catalyst
2026-06-11,ORCS,0.0,0,pdr
2026-06-11,UMC,0.0,0,pdr
2026-06-12,FA,0.0,0,pdr
2026-06-12,TENX,0.0,0,pdr
2026-06-12,ENHA,0.0,0,
2026-06-15,FNGU,0.0,0,pdr
2026-06-15,GEMI,0.0,0,pdr
2026-06-15,ASST,0.0,0,pdr
2026-06-16,RGTZ,0.0,0,catalyst
2026-06-16,PURR,0.0,0,pdr
2026-06-16,LODE,0.0,0,pdr
2026-06-17,TRLV,0.0,0,pdr
2026-06-17,KOLD,0.0,0,pdr
2026-06-17,BTGO,0.0,0,pdr
2026-06-18,HIMX,0.0,0,pdr
2026-06-18,UMC,0.0,0,pdr
2026-06-18,QCML,0.0,0,pdr
2026-06-22,MSTX,-16.27101124812537,1,
2026-06-22,BSOL,0.0,0,pdr
2026-06-22,SSPC,0.0,0,g1
2026-06-23,IONR,0.0,0,pdr
2026-06-23,SRTY,0.0,0,pdr
2026-06-23,TSLZ,0.0,0,pdr
2026-06-24,STAK,0.0,0,catalyst
2026-06-24,AIBZ,0.0,0,
2026-06-24,RUN,0.0,0,pdr
2026-06-25,SNDG,-243.07841670384965,1,
2026-06-25,AIBZ,0.0,0,catalyst
2026-06-25,ETHU,0.0,0,rs
2026-06-26,MUD,0.0,0,
2026-06-26,TECS,0.0,0,
2026-06-26,SOLT,0.0,0,rs
2026-06-29,RCAT,0.0,0,pdr
2026-06-29,SPCU,0.0,0,
2026-06-29,LOFF,0.0,0,
2026-06-30,GMAB,0.0,0,pdr
2026-06-30,MSTZ,0.0,0,catalyst
2026-06-30,CAST,40.481834383333165,1,
2026-07-01,TALO,0.0,0,pdr
2026-07-01,SSG,0.0,0,pdr
2026-07-01,TECS,0.0,0,pdr
2026-07-02,NEXA,0.0,0,pdr
2026-07-02,ETHT,0.0,0,pdr
2026-07-02,SHNY,0.0,0,pdr
2026-07-06,NUAI,-121.49278493248397,1,
2026-07-06,CIFR,0.0,0,g1
2026-07-06,IREG,103.73917603921872,1,
2026-07-07,TECS,0.0,0,pdr
2026-07-07,BEZ,0.0,0,catalyst
2026-07-07,IREZ,0.0,0,catalyst
2026-07-08,PLTZ,0.0,0,catalyst
2026-07-08,BTCZ,0.0,0,pdr
2026-07-08,KC,0.0,0,pdr
2026-07-09,AAOX,-7.563391622963383,1,
2026-07-09,IQMX,0.0,0,g1
2026-07-09,AAOG,1.7593200000009155,1,
2026-07-10,EQPT,0.0,0,pdr
2026-07-10,ETHU,0.0,0,pdr
2026-07-10,BMNG,0.0,0,pdr
2026-07-13,CODI,0.0,0,pdr
2026-07-13,TTDU,0.0,0,pdr
2026-07-13,SKYQ,43.977818703479464,1,
2026-07-14,IONL,-56.62584864554862,1,
2026-07-14,RGTX,0.0,0,catalyst
2026-07-14,RKLX,0.0,0,catalyst
2026-07-15,LPTH,0.0,0,pdr
2026-07-15,BABX,0.0,0,pdr
2026-07-15,EOSE,0.0,0,pdr
2026-07-16,CRCD,0.0,0,catalyst
2026-07-16,BEZ,0.0,0,catalyst
2026-07-16,HELP,0.0,0,pdr
2026-07-17,SSG,0.0,0,pdr
2026-07-17,CORD,0.0,0,pdr
2026-07-17,JLHL,-364.3685817256855,1,
2026-07-20,SNDG,-18.01014350175788,1,
2026-07-20,RAM,-11.118483204739588,1,
2026-07-20,MUU,-12.4125327362128,1,
2026-07-21,INTW,0.0,0,pdr
2026-07-21,CRWU,115.27476151655729,1,
2026-07-21,AIBZ,0.0,0,g1
2026-07-22,SKHZ,0.0,0,pdr
2026-07-22,CRCD,0.0,0,
2026-07-22,SKDD,0.0,0,
2026-07-23,HYNX,0.0,0,pdr
2026-07-23,SKHX,0.0,0,pdr
2026-07-23,SKHU,0.0,0,pdr
2026-07-24,BYRN,0.0,0,pdr
2026-07-24,NOWL,0.0,0,catalyst
2026-07-27,ETHT,0.0,0,pdr
2026-07-27,RAM,0.0,0,
2026-07-27,BMNR,0.0,0,pdr
2026-07-28,SMCZ,0.0,0,catalyst
2026-07-28,RKLZ,0.0,0,catalyst
2026-07-28,MUD,0.0,0,pdr
2026-07-29,SB,0.0,0,pdr
2026-07-29,ALMU,0.0,0,pdr
2026-07-29,VG,0.0,0,pdr
2026-07-30,INTW,0.0,0,catalyst
2026-07-30,MRAM,0.0,0,pdr
2026-07-30,NVTS,0.0,0,g1
2026-07-31,ATOM,0.0,0,pdr
2026-07-31,BIYA,-285.23892665303623,1,
2026-07-31,EUV,0.0,0,pdr
2026-08-03,NWL,0.0,0,g1
2026-08-03,CRCD,0.0,0,catalyst
2026-08-03,SCO,0.0,0,pdr
2026-08-04,PALL,0.0,0,pdr
2026-08-04,WOLF,0.0,0,catalyst
2026-08-04,PPLT,0.0,0,pdr
2026-08-05,IAG,0.0,0,pdr
2026-08-05,SPCQ,0.0,0,
2026-08-05,SKDD,-70.26966431328236,1,
2026-08-06,RGNX,0.0,0,pdr
2026-08-06,FSK,0.0,0,pdr
2026-08-06,CION,0.0,0,pdr
2026-08-07,CWVX,0.0,0,pdr
2026-08-07,CRWG,0.0,0,pdr
2026-08-07,NB,0.0,0,pdr
2026-08-10,BOIL,0.0,0,pdr
2026-08-10,INHD,0.0,0,catalyst
2026-08-10,AQST,0.0,0,pdr
2026-08-11,BTDR,0.0,0,
2026-08-11,APLX,0.0,0,catalyst
2026-08-11,SK,0.0,0,pdr
2026-08-12,UMAC,-71.95731846210049,1,
2026-08-12,WVE,0.0,0,g1
2026-08-12,HPP,0.0,0,pdr
2026-08-13,AMPY,0.0,0,pdr
2026-08-13,COLL,0.0,0,pdr
2026-08-13,GDXD,0.0,0,pdr
2026-08-14,LPL,0.0,0,pdr
2026-08-14,IMXI,0.0,0,pdr
2026-08-14,ABX,0.0,0,pdr
2026-08-17,PUSA,0.0,0,pdr
2026-08-17,XPON,0.0,0,pdr
2026-08-17,KORU,0.0,0,pdr
2026-08-18,CRCD,0.0,0,
2026-08-18,SPCG,0.0,0,
2026-08-18,SPCQ,0.0,0,
2026-08-19,CDE,0.0,0,pdr
2026-08-19,HL,0.0,0,pdr
2026-08-19,DNA,0.0,0,pdr
2026-08-20,SKHU,0.0,0,pdr
2026-08-20,HYNX,0.0,0,pdr
2026-08-20,SKUU,0.0,0,pdr
2026-08-21,ABUS,0.0,0,pdr
2026-08-21,DFDV,0.0,0,pdr
2026-08-21,XRPZ,0.0,0,g1
2026-08-24,CLF,0.0,0,pdr
2026-08-24,UXRP,0.0,0,pdr
2026-08-24,RAMZ,0.0,0,pdr
2026-08-25,SMCX,232.9580761666593,1,
2026-08-25,CRWG,0.0,0,pdr
2026-08-25,NVTS,0.0,0,pdr
2026-08-26,QBTZ,0.0,0,pdr
2026-08-26,KEP,0.0,0,pdr
2026-08-26,GDXD,0.0,0,rs
2026-08-27,SKHX,0.0,0,pdr
2026-08-27,IREG,-130.6880708897354,1,
2026-08-27,SKUU,0.0,0,pdr
2026-08-28,PALL,0.0,0,pdr
2026-08-28,KLAR,0.0,0,pdr
2026-08-28,NABL,0.0,0,pdr
2026-08-31,WTI,0.0,0,pdr
2026-08-31,BW,0.0,0,pdr
2026-08-31,PFSA,188.97237496276261,1,
2026-09-01,ASTN,0.0,0,pdr
2026-09-01,QBTZ,0.0,0,pdr
2026-09-01,SMST,-160.87252499999965,1,
2026-09-02,BRNX,0.0,0,rs
2026-09-02,SIRI,0.0,0,pdr
2026-09-02,SBSW,0.0,0,pdr
2026-09-03,BMNU,0.0,0,pdr
2026-09-03,MSTX,0.0,0,pdr
2026-09-03,SKDD,0.0,0,pdr
2026-09-04,METC,0.0,0,g1
2026-09-04,USAR,0.0,0,pdr
2026-09-04,BTCZ,0.0,0,pdr
